identity,question,a,b,c,d,correct_ answer
hsc-physics-12-191,ལྕགས་ཐག་གི་མཐའ་མ་ལུ་ཤུགས་ ༢༠ ནུས་ཤུགས་སྦེ་ལག་ལེན་འཐབ་སྟེ་ ཡན་ལག་གི་རིང་ཚད་དེ་ ༢ མེ་ཊར་དང་ དོག་མ་དེ་ ༡་༡༠་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢་༢ Y=2\times 10^{11}Nm^{-2} འདི་ཡང་ ཀེར་ཐིག་ ༡ དང་ ༡ གི་བར་ན་ཨིན།,-0.6,-0.1,0.1,0.6,d
hsc-physics-12-192,ཟུར་ཐིག་གི་ཁྱབ་ཚད་འདི་ ༢ དང་ཤུགས་འདི་ ༢ ལུ་ཡར་འཕར་འབད་བ་ཅིན་ ཚེ་རིང་འདི་ ༢ ལུ་ཡར་འཕར་འོང་ག་ཟེར་ཨིན་མེན་ན་?,ཀི་ལོ་མི་ཊར་ ༡༠.༨,ཀི་ལོ་མི་ཊར་ ༩.༢^{-1},ཀི་ལོ་མི་ཊར་༧.༨^{-1},ཀི་ལོ་མི་ཊར་ ༣.༢༥^{-1},d
hsc-physics-12-193,དངོས་པོ་ཅིག་ལུ་ཤུགས་འདི་ གཉིས་སྦེ་ཐོབ་པ་ཅིན་ འདི་གི་མགྱོགས་ཚད་འདི་ འགོ་ཐོག་གི་ཤུགས་འདི་ཨིན།,དབྱེ་ཐངས་,དབྱེ་བ་ཕྱེ་ནི་,ཀར་ལཱལ་,གསུམ་སྦེ་བཟོ་,a
hsc-physics-12-194,ཀླད་ཀོར་གྱི་འཁོར་ལོའི་ཤུགས་ལུ་ཡོད་པའི་ནུས་པ་ -,\frac{\pi}{4}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{\pi}{2} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\pi,༢\pi,b
hsc-physics-12-196,"སའི་འདམ་འདི་ག་དེ་ཅིག་གིས་ གནོད་སྐྱོན་རྐྱབ་ཡོདཔ་ཨིན་ན?""",ལཱ་འབད་ཐངས་,སྦ་གསང་གི་ལམ་བདའ་འགྱོ་མི་,མཚོན་ཤུགས་,ཟུར་གྱི་ཤུགས་,c
hsc-physics-12-198,"i. g\infty r, r < R ཨིན་པ་ཅིན་",3,5,6,9,b
hsc-physics-12-199,g\infty \frac{1}{r^{2}} འདི་ r > R ཨིན་པ་ཅིན་,ཀལསི་ཨུས་,མཱག་སཱལ་ཝཱེལ་,བན་འུ་ལི་,བོལཊ་ཇ་མཱན་,c
hsc-physics-12-200,iii. g\infty \frac{1}{r} འདི་ r > R ཨིན་པ་ཅིན་,ས་གཞི་གི་དཀྱིལ་འཁོར་,དངོས་པོ་གི་ས་ཐག་རིང་ཐུང་,དུས་ཡུན་ཚངམ་ད་,དངོས་པོའི་ལྗིད་ཚད་,a
hsc-physics-12-201,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,བཞི་ཆ་གཅིག་,ཕྱེད་ཀ་,ཐེངས་གཉིས་,༤་སྦེ་ཡར་སེང་འགྱོ་ནུག,a
hsc-physics-12-202,ནད་འབུབ་ཀྱི་གནས་ཚད་དེ་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,ལཱ་འབད་ཐངས་,གསུངས་གནང་།,མཚོན་ཤུགས་,ཟུར་གྱི་ཤུགས་,a
hsc-physics-12-203,ས་གཞི་གུ་ལས་ h མཐོ་ཚད་ལུ་ཡོད་པའི་ gravitational acceleration \frac{g}{4}འདི་ དངོས་པོ་གི་ལྗིད་ཚད་འདི་ མར་ཕབ་འབདཝ་ཨིན།,༠^{\circ} དེ་གི་དོན་ལུ་,༤༥^{\circ} འདི་ཡང་,༦༠^{\circ}ལུ་,༡༨༠^{\circ} དེ་ནང་ལུ་,a
hsc-physics-12-204,ཀི་ལོ་གྷ་རམ་༧ འབད་མི་དངོས་པོ་ཅིག་གིས་ དངོས་པོ་ཅིག་ལུ་ ཤུགས་སྦེ་ཕོག་ནུག དེ་ལས་ དངོས་པོ་འདི་ ཕྱོགས་གཅིག་ཁ་ལུ་ རང་བཞིན་གྱི་མགྱོགས་ཚད་ཀྱི་ བརྒྱ་ཆ་གཅིག་ལས་བརྒལ་འགྱོ་མ་ཚུགསཔ་སྦེ་འགྱོ་ནུག གཟུགས་ཀྱི་ལྗིད་ཚད་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,༡༠ ནེ་ཊར་མི་ཊར་,ནེ་ཊར་མན་ ༢༥,ནེ་ཊར་མི་ཊར་༥༠,ནེ་ཊར་མི་ཊར་ ༡༠༠,d
hsc-physics-12-205,ཆུ་རྫིང་གི་འོག་ལུ་ཡོད་མི་ ཆུ་གིས་ འཐོན་འགྱོ་མི་ ཆུ་འབུབ་དེ་ དུམ་གྲ་རེ་ དུམ་གྲ་རེ་ དུམ་གྲ་རེ་སྦོམ་འགྱོ་དོ་ཡོདཔ་ཨིན་མས། ཆུ་འདི་ ས་གནས་ག་ར་ནང་ ཤུགས་ཚད་དང་དྲོད་ཚད་འདྲན་འདྲ་ཡོད་པ་ཅིན་ ཆུ་འདི་ག་དེམ་ཅིག་གཏིང་ཟབ་ཡོདཔ་ཨིན་ན? [རླུང་གི་ཤུགས་ = ༡༠^{5} Nm^{-2}],༢༩.༤༠ ན,292.04 ནི,༢༩༤.༠༠ ན,295.96 ན,d
hsc-physics-12-208,ནུས་ཤུགས་ཀྱི་ཚད་གཞི་འདི་,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-physics-12-209,i. ཟླཝ་,ཚད་དང་ལྗིད་ཚད་ དེ་ལས་ དཀོན་དྲགས་,ས་སྒོ་ཁྱབ་ཚད་དང་དྲོད་ཚད་ དེ་ལས་ ཉེ་འདབས་ལུ་ཡོད་པའི་ས་སྒོ་ཚུ་ཨིན།,ས་སྒོ་གི་རྒྱ་ཚད་དང་ལྗིད་ཚད་ དེ་ལས་དྲོད་ཚད་,ས་སྒོ་གི་རྒྱ་ཚད་དང་ མེ་རླུང་གནས་དང་འཕར་ཚད་,d
hsc-physics-12-210,ii. kgm^{2}s^{-2}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,༩ གཅིག་པུ་,༡༣ གཅིག་རྐྱང་,༡༨ གཅིག་སྒྲིལ་,36 གཅིག་རྐྱང་,b
hsc-physics-12-211,གསུམ་པ་ ཨེལཊརོནབཱོལཊ་,\sqrt{\frac{m}{\omega }} འདི་ཡང་ ཌའི་ལོག་གི་ཨང་གྲངས་ཨིན།,m\omega,m\omega^{2} འདི་ཡང་ ཌའི་ལོག་ནང་ལུ་,\sqrt{\frac{\omega }{m}} འདི་ཡང་ ཌའི་ལོག་གི་ས་སྒོ་འདི་ཨིན།,c
hsc-physics-12-212,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,རླུང་མ་ཤུགས་སྦེ་འཕུར་འགྱོ་དོ་ཡོདཔ་ཨིན།,རླུང་ཤུགས་འདི་ ཡར་སེང་འགྱོ་དོ་ཡོདཔ་ཨིན།,ཆུ་གི་འུར་ཤུགས་ཡར་འཕར་འགྱོ་དོ་ཡོདཔ་ཨིན།,སྐྱེད་ཀྱི་ཚ་ཏོམ་ཡར་འཕར་འགྱོ་དོ་ཡོདཔ་ཨིན།,b
hsc-physics-12-213,མེ་རླུང་རྒྱ་རྫི་གི་ཐད་ལུ་ ཚ་དྲོད་གནས་ཚད་འདི་ག་ཅི་ཨིན་ན?,9,11,12,13,b
hsc-physics-12-214,3\hat{i}-4\hat{j}+12\hat{k} ཝེ་ཊར་འདི་,༢༧^{\circ}C འདི་,༢༧༣^{\circ}C,༣༠༠^{\circ}C,༥༤༦^{\circ}C,b
hsc-physics-12-215,ཤུགས་འདི་ འཕྲོ་མཐུད་འབད་རང་སྡོད་ནི་ཨིན་པ་ཅིན་ ཕྲ་རྡུལ་ཅིག་གི་ལྗིད་ཚད་འདི་ m དང་ ཤུགས་ཚད་འདི་ omega ཨིན་པ་ཅིན་,མེ་རླུང་ཤུགས་མར་བབས་འགྱོ་མི་དང་ ཚ་དྲོད་ཡར་འཕར་འགྱོ་མི་ལུ་བརྟེན་ཨིན།,ཚ་གྱང་དང་དྲོད་ཚད་མར་བབས་ལུ་བརྟེན་,ཤུགས་ཚད་མར་བབས་འགྱོ་མི་དང་ ཚ་དྲོད་མར་བབས་འགྱོ་མི་འདི་ཚུ་ཨིན།,ཚབས་ཆེན་དང་དྲོད་ཤུགས་ལུ་བརྟེན་,a
hsc-physics-12-216,ཆུ་གི་སེརཔོ་འདི་ མེ་རླུང་ནང་ལུ་མར་བབས་སོང་པ་ཅིན་,ML^{2}T^{-1} འདི་ལུ་བལྟ་བ་ཅིན་,ML^{-2}T^{-2}ལུ་ བཏུབ་ཨིན།,ML^{-1}T^{-1} འདི་ལུ་བལྟ་བ་ཅིན་,ML^{-1}T^{-2}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,a
hsc-physics-12-217,"\vec{A}=3\hat{i}+2\hat{j}+\hat{k}; \vec{B}=6\hat{i}+m\hat{j}+4\hat{k}, m གི་གནས་གོང་འདི་ག་དེམ་ཅིག་ཨིན་པ་ཅིན་ ཝི་ཅཱཊར་འདི་གཉིས་ཆ་ར་ལུ་རིང་ཚད་ག་དེམ་ཅིག་འོང་ནི་ཨིན་ན?",\omega =2\pi\sqrt{\frac{m}{k}} འདི་ཡང་ ཌའི་ལོག་གི་ས་སྒོ་འདི་ནང་ལུ་ཨིན།,\omega =2\pi\sqrt{\frac{k}{m}} འདི་ཡང་ ཌའི་ལོག་གི་ས་སྒོ་འདི་ནང་ལུ་ཨིན།,ཨོ་མེ་ག་ =sqrt{\frac{m}{k}},ཨོ་མེ་ག་ =sqrt{\frac{k}{m}},d
hsc-physics-12-218,ཚད་འཛིན་འབད་མ་ཚུགས་པའི་ ས་སྒོ་ནང་ 0^{\circ}C ནང་ལུ་ མེ་རླུང་རྒྱ་རྫི་རེ་ལུ་ བཏོན་པའི་སྐབས་ མེ་རླུང་རྒྱ་རྫི་དེ་ དབྱེ་སེལ་འབད་ཚར་ཞིནམ་ལས་ འདི་གི་མཐའ་མཇུག་གི་ མེ་རླུང་རྒྱ་རྫི་འདི་,i དང་ ii,ii དང་ iii,i དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",a
hsc-physics-12-219,ག་ལུ་ལྟ་བ་ཅིན་ ག་ཟུམ་ཅིག་གིས་ རང་བཞིན་གྱི་ ག་ཟུམ་བཟུམ་ཅིག་འབད་སྡོད་དོ་ཡོདཔ་ཨིན་ན།,-\frac{1}{2}\leq \sigma \leq 1 དེ་ ཨང་དང་པམ་ལུ་ཨེབ་གཏང་འབད།,-1\leq \sigma \leq \frac{1}{2}ལུ་ བཀྲམ་སྟོན་འབདཝ་ཨིན།,\frac{1}{2}\leq \sigma \leq 1 དེ་ ཨང་དང་པམ་ལུ་ཨེབ་གཏང་འབད།,1\leq \sigma \leq 2 འདི་ཡང་ ཌའི་ལོག་གི་ཨང་གྲངས་ཨིན།,b
hsc-physics-12-220,ཟུར་ཐིག་ཚུའི་ཤུགས་ཚད་འདི་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,25%,75%,85%,90%,b
hsc-physics-12-221,དངོས་པོ་གི་ལྗིད་ཚད་ m དེ་ ཐད་ཀར་གྱི་ཤུགས་ཚད་ལུ་གནས་ཏེ་ཡོདཔ་ཨིན། ཟུར་གྱི་འཕར་ཤུགས་འདི་,ཀེ་ཇི་ ༢.༢,ཀེ་ཇི་ ༤.༢,ཀེ་ཇི་༨.༢,ཀེ་ཇི་༡༤.༢,b
hsc-physics-12-223,i. རྟག་བུ་རང་ སྒྲིང་སྒྲི་སྦེ་རང་སྡོད་འོང་།,i,ii,i དང་ ii,i དང་ iii,d
hsc-physics-12-224,༢། དངོས་པོ་འཁོར་འགྱོ་ནི་དེ་ མཚམས་འཇོག་འབད་འོང་།,\frac{\pi}{2}rad s^{-1}}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\pi rad s^{-1} འདི་ ཀེར་ཐིག་ ༡ ནང་ལུ་ཨིན་,ཌའི་ལོག་འདི་ ༢ \ pi rad s^{-1},4\pi rad s^{-1} འདི་ཨིན་ཅི་མེན་ན་,c
hsc-physics-12-225,གསུམ་པ་ འཁོར་བའི་དངོས་པོ་འདི་ isochronous ཤུགས་སྦེ་རང་འགྱོ་འོང་།,དུས་ཡུན་སྐར་མ་ ༡༢༩.༨,༢༥༨.༥ ཚུ་,༣༢༧.༥ ཚུན་,༢༤༩.༨ ཚུ་,d
hsc-physics-12-226,འོག་གི་ལོ་རྒྱུས་ཚུ་ལས་ག་འདི་བདེན་པ་ཨིན་ན་?,\frac{1}{2}KTལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{3}{2}KTལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{7}{2}KTལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{5}{2}KTལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,d
hsc-physics-12-227,rps ༡ དེ་ག་ཅི་ཨིན ?,c=\sqrt{\frac{3P}{\rho}} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་ཨང་གྲངས་དང་ ཌེཀསི་ཊོཔ་གི་ཨང་གྲངས་ཚུ་ཨིན།,c=\sqrt{\frac{3\rho}{P}} འདི་ཡང་ ཌའི་ལོག་གི་ས་སྒོ་འདི་ཨིན།,c=\sqrt{\frac{P}{3\rho}} འདི་ཡང་ སྦ་སྒོར་འདི་ནང་ལུ་ཨིན།,c=\sqrt{\frac{\rho}{3P}} འདི་ཡང་ སྦ་སྒོར་གི་ས་སྒོ་འདི་ཨིན།,a
hsc-physics-12-228,ལྡེ་མིག་དེ་གི་རིང་ཚད་དེ་ བརྒྱ་ཆ་༡ ལུ་ཡར་སེང་འབད་བ་ཅིན་ ལྡེ་མིག་དེ་གིས་ ཉིན་བསྟར་བཞིན་དུ་ དུས་ཡུན་སྐར་མ་ག་དེ་ཅིག་འཕྲོ་བརླག་འགྱོཝ་ཨིན་ན?,0%,30%,70%,100%,d
hsc-physics-12-229,དི་ཨོ་ཊི་ཡཱན་ མེ་རླུང་གེསི་གི་ཤུགས་འདི་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,1,-1,0,\hat{k} དེ་ནང་ལུ་,b
hsc-physics-12-230,མདོར་བསྡུས་རང་སོའི་ཤུགས་ཚད་ c དང་ཤུགས་ཚད་ P གི་བར་ན་གི་འབྲེལ་བ་འདི་:,༣༠^{\circ} འདི་ཡང་,༦༠^{\circ}ལུ་,༩༠^{\circ} འདི་ཡང་ 90^{\circ} འདི་ཡང་,༡༢༠^{\circ},d
hsc-physics-12-231,ས་གནས་གང་རུང་ཅིག་ནང་ རླུང་མ་བསིལ་མི་དང་ སྐམ་ཡོད་པའི་ཚད་འཇལ་མི་གིས་ རླུང་མ་བསིལ་བའི་ཚད་འཇལ་མི་གིས་ ས་གནས་དེ་ནང་གི་གནམ་གཤིས་གནས་ཚད་དང་ འདྲ་མཉམ་སྦེ་ཡོད་པ་ཅིན་ གནས་ཚད་འདི་ ཚ་དྲོད་དང་འབྲེལ་བ་ཨིན།,དུང་གི་དབང་ཤུགས་ལུ་བལྟ་བ་ཅིན་,གློག་ཤུགས་ཀྱི་གློག་ཤུགས་,ནུས་ཤུགས་ཅན་གྱི་ ནུས་ཤུགས་ཀྱི་གློག་ཤུགས་,ནུས་ཤུགས་མེད་མི་ ནུས་ཤུགས་ཀྱི་གློག་ཤུགས་,b
hsc-physics-12-233,i. ཟུར་ཐིག་ ༠ གི་ཐད་ཁར་ ཕྱོགས་གཅིག་ཡང་མེདཔ་ཨིན།,༥.༨༨ J,༤.༤༡ J,༣.༤༥༦ J,1.764 J,b
hsc-physics-12-234,༢། ཝེ་ཀཊར་ ༠ གི་ནང་འཁོད་ལུ་ མགྱོགས་པ་རང་འཐོན་འོང་།,0.20%,0.50%,1%,5%,b
hsc-physics-12-235,གསུམ་པ་ ཟུར་ཐིག་ ༠ གི་མཐའ་མཇུག་དང་ འགོ་བཙུགས་སྒོ་འདི་ འདྲ་མཉམ་ཨིན།,3PV = 2RT ཨིན་པས།,2PV = \frac{1}{3}RT ཨིན་པས།,2PV = 3RT ཨིན་པས།,\frac{PV}{RT}=\frac{2}{3} འདི་ཡང་ ཌའི་ལོག་ནང་ལུ་ཨིན་,c
hsc-physics-12-236,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,22.4 ལི་ཊར་,22.9 ལི་ཊར་,ལི་ཊར་ ༢༨.༤,ལི་ཊར་ ༢༢.༨,a
hsc-physics-12-237,རྩི་ས་གཅིག་འབད་བ་ཅིན་ རིང་ཚད་མི་ཊར་ ༠.༤༨ དང་ ཞེང་ཚད་མི་ཊར་ ༠.༢༤ དེ་ལས་ མཐོ་ཚད་མི་ཊར་ ༠.༡༢ ཡོདཔ་ཨིན་པས། ལྕགས་རིགས་ཀྱི་ལྗིད་ཚད་ཀི་ལོ་ག་རམ་༢.༥ འབད་མི་ རིང་ཚད་དེ་ ཕྲང་ལམ་ལས་ ཕྲང་ལམ་ལུ་ཡར་འཕར་འགྱོ་བའི་སྐབས་ལུ་ ལཱ་ག་དེམ་ཅིག་འབད་དགོཔ་ཨིན་ན?,M\sqrt{2E} འདི་ལུ་བལྟ་བ་ཅིན་,(\sqrt{2m}) E འདི་ལུ་བལྟ་བ་ཅིན་,\sqrt{2ME} འདི་ཡང་ ཌའི་ལོག་གི་ས་སྒོ་འདི་ཨིན།,\sqrt{\frac{1}{2}ME}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,c
hsc-physics-12-238,ཨེགསི་བཱའིན་ཌིང་གི་ རིང་ཚད་དེ་ བརྒྱ་ཆ་༡ ལུ་ཡར་སེང་འབད་བ་ཅིན་ ཨེགསི་བཱའིན་ཌིང་གི་ དུས་ཡུན་དེ་ བརྒྱ་ཆ་ག་དེ་ཅིག་ལུ་ ཡར་སེང་འགྱོ་ནི་ཨིན་ན?,༠ ལུ་འབད།,\frac{1}{\sqrt{2}} འདི་ཨིན་པ་ཅིན་,དེ་ཚུ་འགྱུར་བ་མེདཔ་སྦེ་རང་བཞག་འོང་།,དེ་ཚུ་དུས་རྒྱུན་གྱི་དོན་ལུ་ཨིན།,d
hsc-physics-12-239,མེ་རླུང་རྒྱ་རྫི་ནང་ལུ་ མེ་རླུང་རྒྱ་རྫི་འདི་ མེ་རླུང་རྒྱ་རྫི་གི་དབྱེ་བ་འདི་ཨིན།,-༡ ན,ནུས་ཤུགས་ 0.02 N,༢ ནི།,200 N,c
hsc-physics-12-240,STPནང་ལུ་ མེ་རླུང་གེསི་ཆ་མཉམ་གྱི་ མེ་རླུང་རྒྱ་རྫི་འདི་,Boyle གི་ཐབས་བྱུས་འདི་ལག་ལེན་འཐབ་ནུག,ཁོ་གིས་སླབ་མི་ནང་ Charles གིས་བཀོད་མི་བཀོད་རྒྱ་དང་འཁྲིལ་ཏེ་ཨིན།,བོ་ཡེལ་དང་ཅཱལ་ཇར་སིལསི་གི་གཞི་རིམ་འདི་ ནའི་ཨིན།,ཟུར་བཞག་ས་སྒོ་ནང་ལུ་ བཟོ་མི་ཚུགས།,c
hsc-physics-12-241,དངོས་པོ་གི་ལྗིད་ཚད་ M འདི་ E ཨིན་པ་ཅིན་ ཁོ་གི་ཤུགས་འདི་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,P\infty T,P\infty T^{2} འདི་ཡང་,P\infty \frac{1}{T} དེ་ ཨེ་རེ་ལུ་ཨེབ་གཏང་འབད།,P\infty \sqrt{T} དེ་ནང་ལུ་,a
hsc-physics-12-242,ཕྲ་རིང་དེ་ས་གཞི་གི་ལྟག་ལུ་ ཟླཝ་ཕྱེད་སྦེ་ཡར་འཕར་གཏང་པ་ཅིན་ ཕྲ་རིང་དེ་གི་གློག་ཤུགས་འདི་ ...,ཐེངས་གཉིས་པ།,ཚར་གསུམ་ཨིན།,ཐེངས་བཞི་ཨིན།,ཐེངས་༩,c
hsc-physics-12-243,100 Nm^{-1} འདི་འགོ་བཙུགསཔ་ད་ ཆུ་བྱག་ཅིག་ནང་ལུ་ ཆུ་བྱག་འདི་སེན་ཊི་མི་ཊར་༢་གི་རིང་ཚད་ལུ་བཏོན་པའི་ཤུགས་ཨིན།,༠ མཐུན་པ་,1 གཅིག་སྒྲིལ་,༡༠ གཅིག་པུ་,༡༠༠ གཅིག་པུ་,c
hsc-physics-12-244,ཚ་དྲོད་གང་སྟེ་ཡོད་མི་འདི་ ག་འདི་བདེན་པ་ཨིན་ན?,\left. \vec{P} \right. \vec{Q} \left. \vec{P} \right. \left. \vec{P} \left. \vec{Q} \left. \left. \vec{P} \right.,\vec{P}\times \vec{Q} དེ་ ཨེ་རེ་ལུ་ཨེབ་གཏང་འབད།,\vec{P}. \vec{Q} འདི་ཡང་ ཌའི་ལོག་ནང་ལུ་ཨིན།,\left: \vec{P} \right: -left: \vec{Q} \right: ཌི་ཨེམ་སི་གི་ཁ་ཐུག་ལས་ ཌི་ཨེམ་སི་གི་ཁ་ཐུག་ལས་ ཌི་ཨེམ་སི་གི་ཁ་ཐུག་ལས་,d
hsc-physics-12-245,ཤུགས་ཚད་འདི་ མཚོན་ཤུགས་ལུ་གཞི་བཞག་སྟེ་ཨིན།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",c
hsc-physics-12-246,མཐའ་མཇུག་གི་དྲོད་ཚད་འདི་ འགོ་ཐོག་དྲོད་ཚད་ལས་ ཚར་ག་དེ་ཅིག་ཨིནམ་དང་ འདི་ཡང་ ག་ཟེ་གི་བར་མའི་གྲུ་བཞི་མགྱོགས་ཚད་འདི་ ཚར་གཉིས་ཨིན།,\sqrt{19} འདི་ནང་ལུ་,6,9,19,a
hsc-physics-12-247,4 དང་ 5 གི་གནས་གོང་ཚུ་ 60^{\circ} ཀྱི་ཟུར་ལུ་ཡོད་པའི་གནས་གོང་ཚུ་ཨིནམ་དང་ འདི་ཚུ་ Scalar གྱི་གྱངས་ཁ་ཨིན།,༠^{\circ} དེ་གི་དོན་ལུ་,༣༠^{\circ} འདི་ཡང་,༦༠^{\circ}ལུ་,༩༠^{\circ} འདི་ཡང་ 90^{\circ} འདི་ཡང་,a
hsc-physics-12-248,\vec{P} དང་ \vec{Q} ཚུ་ནང་ ག་དེ་ཉུང་མཐའི་གནས་གོང་ཡོདཔ་ཨིན་ན?,\frac{\pi}{4}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{\pi}{2} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\pi,༢\pi,b
hsc-physics-12-249,འ་ནི་ལས་ཀ་འདི་གིས་ བསྒྱུར་བཅོས་འབད་ནིའི་ནུས་པ་ ཝེ་ཀཊར་ \theta ལུ་གཞི་སྒྲིག་འབདཝ་ཨིན།,2,3,4,9,c
hsc-physics-12-250,i. \theta = 180^{\circ} གིས་ ཕྲང་ཕྲང་གི་འཁོར་ལོའི་མཐོ་ཚད་འདི་འབད་འོང་།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-physics-12-251,ཐེ་ཐཱ་འདི་ 0^{\circ} ཨིནམ་ད་ ཕྲང་ཕྲང་གི་འཁོར་ལོའི་ཤུགས་འདི་ ཉུང་ཤོས་ཅིག་ཨིན།,དབྱེ་ཞིབ་འབད་སའི་ས་སྒོ་,དབྱེ་ཞིབ་འབད་ནིའི་མགྱོགས་ཚད་,དུང་གི་དབང་ཤུགས་ལུ་བལྟ་བ་ཅིན་,ས་གཞི་ནང་ དཀའཝ་སྤྱད་མི་ ག་དེ་མང་དྲག་དྲག་ ག་ར་ལུ་དབང་ཤུགས་ཡོད།,a
hsc-physics-12-252,དེ་ལས་ ཕྲང་ཐིག་འདི་ 90^{\circ} ལུ་ཡོད་པ་ཅིན་ ཕྲང་ཐིག་གི་འཁོར་ལོ་འདི་ སྦོམ་ཤོས་སྦེ་འགྱོ་འོང་།,ཀི་ལོ་མི་ཊར་ ༣༠.༨^{-1},ཀི་ལོ་མི་ཊར་ ༤༣.༦༦,ཀི་ལོ་མི་ཊར་༦༡.༧,ཀི་ལོ་མི་ཊར་^{-1}ལུ་ 517 \times 10^{6},c
hsc-physics-12-253,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",a
hsc-physics-12-254,\vec{P}=2\hat{i}+\hat{j}+\hat{k} དང་ \vec{Q}=\hat{i}+2\hat{j}-2\hat{k} གཉིས་ཆ་ར་ལུ་ བསྡུ་སྒྲིག་འབད་ཡོད་པའི་ ཕྲ་རིང་དེ་ སྦྲགས་སྦྲགས་འབད་ཡོད་པའི་ ཕྲ་རིང་དེ་ ,[LT^{-1}] འདི་ལུ་བལྟ་བ་ཅིན་,[LT^{-2}] འདི་ལུ་,[MLT^{-1}] འདི་ལུ་བལྟ་བ་ཅིན་,[MLT^{-2}] འདི་ལུ་བལྟ་བ་ཅིན་,b
hsc-physics-12-255,ཝེ་ཀཊར་གཉིས་ཆ་ར་གི་ ཟུར་ཐིག་གི་གནས་གོང་འདི་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,གྱངས་ཁ་ལུ་བལྟ་བ་ཅིན་,ལྡན་ཐིག་འགྱུར་བཅོས་,ས་སྒོ་ལུ་ གནོད་སྐྱོན་རྐྱབ་ཡོདཔ།,ཚད་ཀྱི་འགྱུར་ལྡོག་,b
hsc-physics-12-256,ལཱ་གི་ནུས་ཤུགས་དང་ ཤུགས་ཚད་ཀྱི་བར་ན་ ཟུར་ཐིག་ཚུ།,གློག་ཤུགས་འཕར་འགྱོ།,དུས་ཡུན་ཚུ།,མགྱོགས་ཚད་,མགྱོགས་དྲགས་འབད་དགོ,c
hsc-physics-12-257,ཀླུ་རྡུལ་གཉིས་ཆ་རའི་ཤུགས་ཚད་ x = A cos\omega t ཨིནམ་དང་ གཉིས་ཆ་རའི་ཤུགས་ཚད་ཀྱི་ཁྱད་པར་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,ཚད་གཞི་འདི་ མང་ཤོས་ཅིག་རང་ ས་གནས་ཀྱི་གནས་ཚད་ལུ་གཞི་བསྟུན་འབད་ཡོདཔ་ཨིན།,ཚད་གཞི་འདི་ མཚོན་ཤུགས་ལུ་གཞི་བསྟུན་འབད་ཡོདཔ་ཨིན།,ཕྲང་ལམ་གྱི་རྒྱ་ཚད་དེ་ དཀྱིལ་འཁོར་གྱི་རྒྱ་ཚད་དང་བསྟུན་ཏེ་ཡོདཔ་ཨིན།,བར་མཚམས་སྒོ་ཕྱེ་འདི་ རྡུལ་ཕྲན་གི་གྱངས་ཁ་ལུ་གཞི་བསྟུན་འབདཝ་ཨིན།,b
