identity,question,a,b,c,d,correct_ answer
hsc-advanced_math-12-201,འོག་གི་ལས་སྣ་ཚུ་ལས་ ག་འདི་ སྐར་མ་མང་པོའམ་ སྐར་མ་མང་པོའམ་མེན།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",c
hsc-advanced_math-12-202,"x^{2} - 5x + 6 = 0 ཟེར་བའི་རྩིས་གཞི་གི་རྩ་བ་གཉིས་ \gamma, \delta

འ་ནི་རྩིས་གཞི་གི་རྩ་བ་གཉིས་ལས་ ག་འདི་བདེན་པ་ཨིན་ན?
x^{2} - 5x + 6 = 0 ཟེར་བའི་རྩིས་གཞི་གི་རྩ་བ་གཉིས་ \gamma, \delta",- ཨང་གྲངས་ཚུ་,\frac{3}{4}ལུ་ བཀྲམ་སྟོན་འབདཝ་ཨིན།,- ཨང་གྲངས་དེ་ ཨང་གྲངས་དེ་ཨིན།,\frac{3}{2}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,a
hsc-advanced_math-12-203,,sin^{-1} \frac{3}{\sqrt{10}}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,cos^{-1} \frac{1}{\sqrt{10}} འདི་ ཀོ་སི་ཀོརཊི་གི་གནས་གོང་ཨིན།,\frac{1}{2} tan^{-1} \frac{3}{5} འདི་ཡང་ ཌའི་ལོག་ནང་ལུ་ཨིན་,\frac{1}{2} sin^{-1} \frac{3}{5}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,d
hsc-advanced_math-12-204,\gamma > \delta འདི་ག་བཟུམ་ཅིག་ཨིན་ན?,\frac{4}{3}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{9}{4}ལུ་ བཀྲམ་སྟོན་འབདཝ་ཨིན།,\frac{4}{9}ལུ་ བཀྲམ་སྟོན་འབདཝ་ཨིན།,\frac{2}{3} འདི་ཡང་ ཌའི་ལོག་གི་ཨང་གྲངས་ཨིན།,a
hsc-advanced_math-12-205,x^{2} + 4x + 2y = 0 གི་མཐའ་འཁོར་གྱི་ལྟེ་བ་འདི་ x-axis གི་ཟུར་ཁ་ག་ཚོད་ཡོདཔ་ཨིན་ན?,\frac{3}{4}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{3}{5}ལུ་ བཀྲམ་སྟོན་འབདཝ་ཨིན།,\frac{\sqrt{41}}{4} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་ཨང་གྲངས་ཨིན།,\frac{\sqrt{41}}{5} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་ཨང་གྲངས་ཨིན།,d
hsc-advanced_math-12-206,འ་ནི་ལས་ཀ་འདི་གིས་ ཐད་ཀར་དུ་ Trigonometric function ལུ་ ཌའི་ལོག་བརྐྱབ་ཚུགས།,x = \pm \sqrt{41} འདི་ཡང་ སྦྲེལ་རྟགས་འདི་ཨིན།,y = \pm \sqrt{41} འདི་ཡང་ y = \pm \sqrt{41} ཨིན།,x = \pm 3 འདི་ཡང་,y = \pm3 འདི་ཨིན་ཅི་མིན་ཅི་,b
hsc-advanced_math-12-207,"i. sin^{-1}x གི་ཁྱབ་ཁོངས་འདི་ [-1, 1]",༣༠་\degrees,༦༠་\degree,༡༢༠,༡༥༠\degree,d
hsc-advanced_math-12-208,"ii.cos^{-1}x གི་ཁྱབ་ཚད་འདི་ [0, \pi]ཨིན།",\theta = n\pi འདི་ཡང་,\theta = (2n + 1) \pi,\theta = (4n - 1) \frac{\pi}{2},\theta = (4n + 1) \frac{\pi}{2},c
hsc-advanced_math-12-209,"tan^{-1}x གི་ས་སྒོ་འདི་ (-\infty, \infty)",༤༥་\degrees,༦༠་\degree,༡༢༠,༡༣༥ \ degree,d
hsc-advanced_math-12-210,འ་ནི་ཚུ་ལས་ ག་འདི་བདེན་པ་ཨིན་ན?,ཟུར་ཐིག་འདི་ ཕྲང་ལམ་ནང་ལུ་འགྱོ་ནུག,ནང་འཁོད་ལུ་འགྱོ་ནི་,སྦ་སྒོར་གྱི་ས་སྒོ་,དབྱེ་ཁག་གི་ལྟེ་བ་འདི་ མེདཔ་ཐལ་ནུག,d
hsc-advanced_math-12-211,sincot^{-1} tancos^{-1}x གི་གནས་གོང་འདི་ག་ཅི་ཨིན་ན?,-5,-18,-9,-10,c
hsc-advanced_math-12-212,cos \theta + sin \theta = \sqrt{2} འདི་ཨིན་པ་ཅིན་ \theta གི་གནས་གོང་དེ་,དངོས་སུ་དང་ འདྲ་མཉམ་ཨིན་,དངོས་སུ་དང་ དབྱེ་བ་མེད།,དབྱེ་བ་ཕྱེ་ཚུགས།,དངུལ་གྱི་རིགས་,b
hsc-advanced_math-12-214,,\frac{1}{\sqrt{3}} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,- ཨང་གྲངས་དེ་ ཨང་གྲངས་ཀྱི་ཟུར་ཆ་ཨིན།,\sqrt{3} འདི་ཡང་ ཌའི་ལོག་ནང་ལུ་,- ཨིན་ཅི་མིན་ཅི་,c
hsc-advanced_math-12-215,འ་ནི་སྲོག་ཆགས་འདི་ག་བཟུམ་ཅིག་ཡོདཔ་ཨིན་ན?,n\pi \pm \frac{\pi}{3} འདི་ཡང་ སྦ་སྒོར་ནང་ཨིན་,n\pi \pm \frac{\pi}{6}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,2n\pi \pm \frac{\pi}{3} འདི་ཡང་ སྦ་སྒོར་ནང་ཨིན་,2n\pi \pm \frac{\pi}{6} འདི་ཡང་ སྦ་སྒོར་ནང་ཨིན་,a
hsc-advanced_math-12-216,16y^{2} - 25x^{2} = 400 འདི་ ཀེར་ཐིག་ཅིག་གི་རྩིས་གཞི་ཨིན།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",b
hsc-advanced_math-12-217,,\sqrt{\frac{2}{3}} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\frac{\sqrt{2}}{3} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་ཨང་གྲངས་ཨིན།,2\sqrt{\frac{2}{3}} འདི་ཡང་ ཌའི་ལོག་གི་ས་སྒོ་འདི་ཨིན།,\frac{2\sqrt{2}}{3} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་ཨང་གྲངས་ཨིན།,a
hsc-advanced_math-12-218,འ་ནི་གློག་རྡུལ་འདི་ནང་གི་ ཟུར་ལྟེ་བའི་རིང་ཚད་འདི་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,༩\sqrt{3}N འདི་ཚུ་,༩ ནི,3\sqrt{3}N འདི་ཚུ་,༣ ནི,b
hsc-advanced_math-12-219,tan x + 1 = 0 གི་རྩིས་གཞི་འདི་ག་བཟུམ་ཅིག་ཨིན་ན?,"(0, \pm 4\sqrt{2}) འདི་ནང་ལུ་","(\pm 4\sqrt{2}, 0) འདི་ཡང་ ཌའི་ལོག་གི་ཨང་གྲངས་ཨིན།","(0, \pm 3\sqrt{2}) འདི་ནང་ལུ་","(\pm 3\sqrt{2}, 0) འདི་ཡང་ ཌའི་ལོག་གི་ཨང་གྲངས་ཨིན།",d
hsc-advanced_math-12-220,sin^{3}\theta + sin\theta cos^{2}\theta = - 1ཨིན་པ་ཅིན་ འོག་གི་དོན་དག་ཚུ་ག་འདི་བདེན་པ་ཨིན་ན?,\frac{5}{4}ལུ་ བཀྲམ་སྟོན་འབདཝ་ཨིན།,\frac{4}{5}ལུ་ བཀྲམ་སྟོན་འབདཝ་ཨིན།,\frac{5}{2}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{2}{5} འདི་ཡང་ ཌའི་ལོག་གི་ཨང་གྲངས་ཨིན།,c
hsc-advanced_math-12-221,པི་དང་ \sqrt{2} པི་གཉིས་ཆ་ར་གི་ཐིག་ཁྲམ་འདི་ པི་གི་ཐིག་ཁྲམ་ལུ་ལྟག་སྟེ་ཡོད་པ་ཅིན་ ཟུར་གྱི་ཟུར་འདི་ག་དེམ་ཅིག་འོང་ནི་ཨིན་ན?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-advanced_math-12-222,ཟུར་ཐིག་གསུམ་གྱི་ལྟག་ལུ་ དབྱིབས་འདྲ་མཉམ་གསུམ་ཡོད་པའི་ཤུགས་ཀྱིས་ ཤུགས་ཚད་འདྲ་མཉམ་ཚུ་བཏོན་པ་ཅིན་,\frac{1}{2}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{2}{\sqrt{3}} འདི་ཡང་ ཌའི་ལོག་གི་ཨང་གྲངས་ཨིན།,\frac{\sqrt{3}}{2} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་ཨང་གྲངས་ཨིན།,2,c
hsc-advanced_math-12-223,4x^{2} + kx + 2 = 0 འདི་ ཆ་མཉམ་གྱི་རྩ་བ་ 2 ཨིན།,"(4, 4)","(-4, 4)","(-4, -4)","(4, -4)",b
hsc-advanced_math-12-224,,\pm 2\sqrt{7} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་ཨང་གྲངས་ཨིན།,\pm 3\sqrt{26} ཕྲ་རིང་གི་མཐའ་འཁོར་ལུ་ཡོད་པའི་,\pm 6\sqrt{6} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་ཨང་གྲངས་ཨིན།,\pm 4\sqrt{4} དེ་ཚུ་ ཌའི་ལོག་གི་ས་སྒོ་ཚུ་ཨིན།,d
hsc-advanced_math-12-225,k འདི་ག་བཟུམ་ཅིག་ཨིན་ན?,4,5,6,8,c
hsc-advanced_math-12-226,4x^{2} + kx + 2 = 0 འདི་ ཆ་མཉམ་གྱི་རྩ་བ་ 2 ཨིན།,"(\pm 3, 0)","(0, \pm 3) འདི་ཡང་","(\pm 2, 0)","(0, \pm 2) འདི་ཡང་",b
hsc-advanced_math-12-227,,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-advanced_math-12-228,ཌའི་ལོག་གི་ཨེབ་རྟ་འདི་ ཨེགསི་ཨེབ་གཏང་འབད།,༡༥\degree,༣༠་\degrees,༤༥་\degrees,༩༠་\degree,c
hsc-advanced_math-12-229,"6x^{3} + 3x^{2} + 2 = 0 འདི་ a, b, c འདི་གསུམ་གྱི་རྩ་བ་ཨིནམ་ད་ \Sigma a^{2}b^{2} གི་གནས་གོང་དེ་ག་ཅི་ཨིན་ན?",\sqrt{2}P འདི་ཡང་,\sqrt{3}P འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,༢་པི་,༣པི་,a
hsc-advanced_math-12-230,tan^{-1}\ \frac{1}{\sqrt{3}} + tan^{-1}x = \frac{\pi}{2} འདི་འབད་བ་ཅིན་ x འདི་ ?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-advanced_math-12-231,-2 (cos^{2}x - sin^{2}x) = 1 གི་ཐབས་ལམ་འདི་ག་ཅི་ཨིན་ན་?,P: Q: R = sinA: sinB: sinC,P: Q: R = tanA: tanB: tanC,P: Q: R = sin2A: sin2B: sin2C,P: Q: R = 1: 1: 1,d
hsc-advanced_math-12-233,i. ཚད་འཛིན་འབད་ནིའི་ནུས་པ་སྦོམ་ཤོས་འདི་ ༡༤ ནི།,༤༥་\degrees,༩༠་\degree,༡༣༥ \ degree,༡༨༠་\degrees,b
hsc-advanced_math-12-234,༢། ཕྲང་ཕྲང་གི་གནས་གོང་ཆུང་ཤོས་འདི་ ༢ ནི།,\frac{4}{3}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{3}{4}ལུ་ བཀྲམ་སྟོན་འབདཝ་ཨིན།,\frac-4}{3}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{-3}{4}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,a
hsc-advanced_math-12-235,iii. \alpha = \frac{\pi}{2}ལུ་ ལེབ་དི་གི་གནས་གོང་ = 10N,x^{2} - 4x + 5 = 0 ཨིན་པས།,x^{2} + 4x - 3 འདི་ ༠ ཨིན།,x^{2} - 4x + 3 འདི་ ༠ ཨིན།,x^{2} + 4x - 5 དེ་ ༠ ཨིན་པས།,a
hsc-advanced_math-12-236,འ་ནི་ཚུ་ལས་ ག་འདི་བདེན་པ་ཨིན་ན?,-2,-4,2,4,b
hsc-advanced_math-12-237,cotk = \frac{1}{2} འདི་ cot tan^{-1} sec sin^{-1} cotk གི་གནས་གོང་འདི་ག་ཅི་ཨིན་ན?,དངོས་སུ་དང་ དབྱེ་བ་མེད།,ངོ་མ་མིན་འདུག་,ཨམ་འུ་ལ་ཌ་,དངོས་སུ་དང་ འདྲ་མཉམ་ཨིན་,b
hsc-advanced_math-12-238,y^{2} = 4x + 8y གི་མཐའ་འཁོར་གྱི་མཐའམ་འདི་ཨིན།,4,2,-4,-2,c
hsc-advanced_math-12-239,y = 3x + c འདི་ཐིག་ \frac{x^{2}}{5} + \frac{y^{2}}{3} = 1 གི་ཕྲང་བ་འདི་ཚུའི་མཐའ་འཁོར་ལུ་ཡོད་པ་ཅིན་ c གི་གནས་གོང་འདི་ག་ཅི་ཨིན་ན?,ཨང་དང་པམ་གཉིས་ ཨང་དང་པམ་བཞི་ ཨང་དང་པམ་བཞི་,ཨང་དང་པམ་གཉིས་ ཨང་དང་པམ་བཞི་ ཨང་དང་པམ་བཞི་,"\frac{-4}{3}, \frac{2}{3} དེ་ཚུ་འབད་བཏུབ་ཨིན།","\frac{2}{3}, \frac{4}{3} དེ་ཚུ་འབད་བཏུབ་ཨིན།",b
hsc-advanced_math-12-240,\frac{x^{2}}{16} - \frac{y^{2}}{9} = 1 ཧའི་པེ་རོ་བ་ལཱལ་གྱི་ ཟུར་ཐིག་གི་རིང་ཚད་དེ་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,5,15,\sqrt{5} - \sqrt{10} ཕྲ་རིང་གི་མཐའ་འཁོར་ལུ་ཡོད་པའི་,-5,d
hsc-advanced_math-12-241,2sin\frac{\theta}{2} - 1 = 0 এর সাধারণ সমাধান কোনটি?,2n\pi - \frac{\pi}{3} འདི་ཡང་ སྦྲེལ་རྟགས་ཨིན་,2n\pi + \frac{\pi}{3} འདི་ཡང་ ཌའི་ལོག་གི་ཨང་གྲངས་ཨིན།,n\pi + (-1) ^{n} \frac{\pi}{6} ཚུ་དང་བསྡུར་པ་ཅིན་,2n\pi + (-1) ^{n} \frac{\pi}{3} འདི་ཡང་ སྦྲེལ་རྟགས་ཨིན་,d
hsc-advanced_math-12-242,f (x) = sin^{-1}x ཨིན་པ་ཅིན་,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-advanced_math-12-243,i. f (x) + f (x^{2}}) = \frac{\pi}{2},2n\pi - \frac{\pi}{3} འདི་ཡང་ སྦྲེལ་རྟགས་ཨིན་,2n\pi + \frac{\pi}{3} འདི་ཡང་ ཌའི་ལོག་གི་ཨང་གྲངས་ཨིན།,2n\pi +\frac{\pi}{6} འདི་ཡང་ སྦྲེལ་རྟགས་ཨིན་,2n\pi - \frac{\pi}{6} འདི་ཡང་ བརྒྱ་ཆ་གཉིས་ཨིན།,b
hsc-advanced_math-12-244,ii. cosec \{f(x) \} = \frac{1}{x},k > ༤,k < ༤ ཨིན་པས།,k > ༡,k > ༡༦,c
hsc-advanced_math-12-245,iii. f(1) = \frac{\pi}{2},pr = q ཨིན་ན།,pq + r = ༠ ཨིན།,qr = p ཨིན་ན།,r འདི་ p ཨིན།,b
hsc-advanced_math-12-246,འ་ནི་ཚུ་ལས་ ག་འདི་བདེན་པ་ཨིན་ན?,i,ii,i དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-advanced_math-12-247,cos \theta + \sqrt{3} sin \theta = 2 གྱི་རྩིས་གཞི་འདི་ག་དེ་ཅིག་ཨིན་ན།,1,\sqrt{3}i འདི་ལུ་བལྟ་བ་ཅིན་,-1,༡ དང་ ༣i,b
hsc-advanced_math-12-248,k གི་གནས་གོང་འདི་ག་དེམ་ཅིག་ཨིན་པ་ཅིན་ kx^{2} + 4x + 4 = 0 གིས་ འདྲ་མཉམ་གྱི་རྩ་བ་གཉིས་པ་ལུ་ དཀའཝ་སྤྱད་ནི་ཨིན་ན?,1 - i,༡ དང་ ༡ ལུ་ཡར་འཕར་འབདཝ་ཨིན།,- ཨེཕ་རེཀཊ་ (FRAC) ་ (FRAC) ་ (FRAC) ་,\frac{1}{2} \pm \frac{\sqrt{5}{2} འདི་ཡང་ ཌའི་ལོག་གི་ས་སྒོ་འདི་ནང་ལུ་ཨིན།,c
hsc-advanced_math-12-249,x^{3} + px^{2} + qx - r = 0 གྱི་རྩ་བ་གཉིས་བསྡོམས་ཏེ་ ༠ ཨིན་པ་ཅིན་ གནས་སྟངས་ག་བཟུམ་ཡོདཔ་ཨིན་ན?,a^{2} + b^{2} འདི་ཡང་ བརྒྱ་ཆ་ ༢་གི་རྩིས་གཞི་ཨིན།,a + b འདི་ཡང་,a^{2}ལས་ b^{2}ལུ་ བསྒྱུར་འབདཝ་ཨིན།,a - b འདི་,a
hsc-advanced_math-12-251,,\frac{x^{2}}{16} - \frac{y^{2}}{9} = 0 ཨིན་པ་ཅིན་,\frac{x^{2}}{16} + \frac{y^{2}}{9} = ༠ ཨིན་པ་ཅིན་,y = \pm \frac{3}{4}x གི་གནས་གོང་དེ་ཨིན།,x = \pm \frac{5}{4}y འདི་ཨིན་པ་ཅིན་,c
hsc-advanced_math-12-252,"(\alpha - \beta) གི་གནས་གོང་འདི་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?""",i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",b
hsc-advanced_math-12-254,"i. པེ་རམ་ཊིཀས་ཀོརཊི་ནེཊི་ (2cos\theta, sin\theta)",\pi,\frac{\pi}{2} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,༢\pi,\frac{\pi}{4}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,b
hsc-advanced_math-12-255,༢། ཕྲང་ཕྲང་གི་ཕྲང་ཐིག་ x-axis གི་རིང་ལུ་,\frac{1}{3}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,- ཨང་གྲངས་དེ་ ཨང་གྲངས་ཀྱི་ཟུར་ཆ་ཨིན།,\frac{1}{2}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,-1,d
hsc-advanced_math-12-256,གསུམ་པ་ མདའ་ཁྱབ་ས་ཐག་རིང་ས་ ༢ \sqrt{3},i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",a
hsc-advanced_math-12-257,འ་ནི་ཚུ་ལས་ ག་འདི་བདེན་པ་ཨིན་ན?,\frac{\pi}{4}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{\pi}{2} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\frac{3\pi}{4}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{3\pi}{2}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,c
hsc-advanced_math-12-258,sinx = cos x འདི་ཨིན་པ་ཅིན་ x གི་གནས་གོང་འདི་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,A - B = \frac{\pi}{4} ཨིན།,cot B = ༢ ཨིན་པས།,cot^{-1}2 = \frac{\pi}{2} + B ཨིན་པ་ཅིན་,cot^{-1}2 = \frac{\pi}{2} - བི་,d
hsc-advanced_math-12-259,sin^{-1} \frac{2}{5} + sin^{-1} \frac{\sqrt{21}}{5} འདི་ག་དེ་ཅིག་ཨིན་ན།,༥ ནི,༡༠ ནི,2\sqrt{3}N འདི་ཚུ་,༧ ནི,a
hsc-advanced_math-12-260,3sec^{-1} (2) = cos^{-1}x འདི་ཨིན་པ་ཅིན་ x གི་གནས་གོང་འདི་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,"3\sqrt{5}, ༡༠ དེ་ཚུ་",ལྡེ་མིག་ ༢་༣་,"༥\sqrt{3}, ༡༠ ལུ་","༣,༢\sqrt{3} དེ་ཚུ་འབད་བཏུབ་ཨིན།",d
hsc-advanced_math-12-262,i. ལྡེ་མིག་འདི་ ༡༢༠/degree ཨིན།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",a
hsc-advanced_math-12-263,༢། \sqrt{3}Q གི་གནས་གོང་འདི་ ༡ ཨིན།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",c
hsc-advanced_math-12-264,གསུམ་པ་ 2Q balls གི་རིང་ཚད་འདི་ Q balls གི་ཕྱོགས་ལུ་ 3Q,1 དང་ 0,1 དང་ - \frac{\pi}{2},1 དང་ \pi,1 དང་ \frac{\pi}{2} གི་བར་ན་,b
hsc-advanced_math-12-265,འ་ནི་ཚུ་ལས་ ག་འདི་བདེན་པ་ཨིན་ན?,དངོས་སུ་དང་ འདྲ་མཉམ་ཨིན་,དངོས་སུ་དང་ དབྱེ་བ་མེད།,ཨམ་འུ་ལ་ཌ་,དབྱེ་བ་ཕྱེ་ཚུགས།,b
hsc-advanced_math-12-266,འ་ནི་ལས་ཀ་འདི་གིས་ སྣུམ་འཁོར་གཏང་ནིའི་ནུས་པ་སླར་གསོ་འབདཝ་ཨིན།,\text{- 2} འདི་ཡང་ ཌའི་ལོག་ནང་ལུ་ཨིན་,\text{- 1} འདི་ཡང་ ཌའི་ལོག་ནང་ལུ་,0,2,a
hsc-advanced_math-12-267,i. \frac{u^{2}}{g}ལུ་ མཐོ་ཤོས་འབད་ཡོདཔ་ཨིན།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-advanced_math-12-268,༢། \frac{u}{g}ལུ་ མཐོ་ཤོས་ལུ་ལྷོད་པའི་སྐབས་,\text{- 1} འདི་ཡང་ ཌའི་ལོག་ནང་ལུ་,- ཨང་གྲངས་ཚུ་,\frac{1}{2}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,1,c
hsc-advanced_math-12-269,གསུམ་པ་ ཕྲང་ཐིག་གི་དུས་ཡུན་ \frac{2u}{g},མི་ཊར་༣༦,38 m,མི་ཊར་༤༢,མི་ཊར་ ༡༥༠,b
hsc-advanced_math-12-270,འ་ནི་ཚུ་ལས་ ག་འདི་བདེན་པ་ཨིན་ན?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-advanced_math-12-271,-i གི་གནས་གོང་དང་རྒྱུ་མཚན་ཚུ་ -,- ཨེཕ་རེཀཊི་ (ཨེཕ་རེཀཊི་) =༥ ཨེཕ་རེཀཊི་,- ཨེཕ་རེཀསི་ ཨེཕ་རེཀསི་ ༥ ཨེཕ་རེཀསི་,"\frac{\pi}{6}, \frac{-5}{\pi}{6} འདི་ཡང་ སྦྲེལ་རྟགས་ཨིན་","\frac{\pi}{6}, \frac{5\pi}{6} འདི་ཡང་ སྦྲགས་སྦྲགས་འབད་བཏུབ་ཨིན།",a
hsc-advanced_math-12-272,x^{2} - 5x + 4 = 0 འདི་ ཆ་མཉམ་གྱི་རྩ་བ་གཉིས་ཨིན།,\frac{5}{4}ལུ་ བཀྲམ་སྟོན་འབདཝ་ཨིན།,\frac{4}{5}ལུ་ བཀྲམ་སྟོན་འབདཝ་ཨིན།,\frac{\sqrt{5}}{2} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་ཨང་གྲངས་ཨིན།,\frac{2}{\sqrt{5}} འདི་ཡང་ ཌའི་ལོག་གི་ཨང་གྲངས་ཨིན།,a
hsc-advanced_math-12-273,ཨོ་མེ་གཱི་གི་རྩ་བ་ཨུ་ནི་ཀྲིན་གྱིས་ ཨོ་མེ་གཱི་གི་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་བ་ཨོ་མེ་གཱི་གི་རྩ་,"\theta = (2n + 1) \frac{\pi}{2}, n \epsilon \mathbb{Z}","\theta = (2n + 1) \pi, n \epsilon \mathbb{Z}","\theta = (4n - 1) \frac{\pi}{2}, n \epsilon \mathbb{Z}","\theta = (4n + 1) \frac{\pi}{2}, n \epsilon \mathbb{Z}",a
hsc-advanced_math-12-275,i. \alpha = 0 ཨིན་པ་ཅིན་ཐོབ་ཐངས་སྦོམ་ཤོས་འདི་,0,\pi,\frac{\pi}{2} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,tan^{-1}\frac{9}{40}ལུ་ བཀྲམ་སྟོན་འབདཝ་ཨིན།,c
hsc-advanced_math-12-276,i. \alpha = 180\degree གིས་ ཉུང་ཤོས་ཐོབ་ཚུགསཔ་ཨིན།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",a
hsc-advanced_math-12-277,གསུམ་པ་ པི་ (P) གི་ཤུགས་ཚད་འདི་ པི་ (P) + ཀི་ (Q) ཀོསི་ (cos) ཨཱལ་ཕ་ (alpha) ཨིན།,ཀི་ལོ་མི་ཊར་ ༡.༨ དེ་ཅིག་གི་རིང་ལུ་,K < \frac{1}{8} འདི་ ཀྲོང་གསར་ལུ་ཡོད་པའི་,K > \frac{1}{8} འདི་ཡང་ ཀེར་ཐིག་གི་དོན་ཚན་ཚུ་ཨིན།,ཀི་ < - \frac{1}{8},d
hsc-advanced_math-12-278,འ་ནི་ཚུ་ལས་ ག་འདི་བདེན་པ་ཨིན་ན?,\text{- 2} འདི་ཡང་ ཌའི་ལོག་ནང་ལུ་ཨིན་,0,\frac{1}{2}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,2,b
hsc-advanced_math-12-279,ཕྲང་ཕྲང་གི་དུས་ཡུན་འདི་ sinx = - \frac{1}{2} ཨིན།,- ཨང་གྲངས་དེ་ ཨེ་རེ་ལུ་ཨེབ་གཏང་འབད།,- ཨང་གྲངས་དེ་ ཨེ་རེ་ལུ་ཨེབ་གཏང་འབད།,0,\frac{3}{5}ལུ་ བཀྲམ་སྟོན་འབདཝ་ཨིན།,c
