identity,question,a,b,c,d,correct_ answer
hsc-zoology-12-253,གསུམ་པ་ རླུང་མ་འཕུ་སའི་གློག་ཐག་ར་བ་,གཡས་ཁ་ཐུག་གི་མཆིན་པ་ \rightarrow Aorta \rightarrow ཡན་ལག་དང་གཟུགས་,ཕྲང་ཕྱོགས་ལུ་ཡོད་མི་ཁོག་པ་ \rightarrow lungs \rightarrow alveolas,བྱང་ཁ་ཐུག་ལུ་གི་གློག་ཤུགས་འདི་ བྱང་ཁ་ཐུག་ལུ་གི་གློག་ཤུགས་འདི་ཨིན།,མཆིན་པ་གཡས་གཡོན་ལུ་ཡོད་མི་ རླུང་ཁོག་ (rightarrow vein),a
hsc-zoology-12-254,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,ལགཔ་གཡས་པའི་ཨའི་ལིན་ཌི་གི་ སྦྱངམ་དུམ་གྲ་ཅིག་,གཡས་ཁ་ཐུག་གི་ཨའི་ལིན་ཌི་གི་གཟུགས་ཚིགས་འདི་,Aortic muscle འདི་ ཨ་ཝར་ཊི་གི་ཚིགས་ཏོ་ཨིན།,གཡས་དང་གཡོན་གཉིས་ཆ་ར་གིས་ ཕྱོགས་གཅིག་ལས་མཐུད་དེ་ མཐོང་ཚུགས་དོ་ཡོདཔ་ཨིན་པས།,a
hsc-zoology-12-255,རང་ལུ་བྱུང་མིའི་ཁྱད་ཆོས་ཚུ་ ཐོབ་ཐངས་ལས་ཐོབ་ཨིན་ཟེར་སླབ་མི་ ཚན་རིག་མཁས་པ་ ག་འདི་ཨིན་ན་?,ཚིགས་ཀྱི་ཚིགས་ཚུ་,ལྕུག་གུ་གུ་འདི་,མེ་འབར་ནི་,གླང་ཁོག་,b
hsc-zoology-12-256,ཁྲག་སྤེལ་ནི་དང་དབུགས་ལེན་ནི་ཚུ་མེདཔ་ཨིན།,Cnidria,Nematoda,ཨར་ཏོ་པོ་ཌ་,Echainodarmata ཟེར་མི་འདི་ཨིན།,a
hsc-zoology-12-257,i. Nematoda,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",d
hsc-zoology-12-258,༢། མོ་ལ་ས་ཀ་,ཏུ་བཱེར་ཀཱལ་,ཀཱན་ཌའི་ལཱལ་,ཏ་ར་ཀ་ལི་ཡཱ།,ཌེ་ལཊོ་ཡེཌ་ རི་སྒང་,b
hsc-zoology-12-259,གསུམ་པ་ Platyhelminthes,ཧ་ཡ་ལིན་,པི་ཏྲ་ཏུམ་མ་ཡ།,དར་དཀར་མེ་ཏོག་,ཀ་ལསི་ཕིཌ་,a
hsc-zoology-12-260,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,དབྱུག་ཕྲ་རིང་,ལེན་གཏང་གནང་།,ཀོ་ཀི་ཀིསི་,རྣལ་འབྱོར་གྱི་རུས་ཚིགས་,c
hsc-zoology-12-261,འདི་ནང་ལུ་ གོ་ཁྲབ་ཟེར་མི་འདི་ཡོདཔ་ཨིན་,ཨ་པ་དང་ཨའི་གཉིས་ཆ་ར་ དཀར་མདོག་ཅན་ཨིན་མས།,ཨ་ལོ་སྐྱེ་བའི་ཨའི་དང་ ཨ་ལོ་སྐྱེ་བའི་ཨ་པ་གཉིས་,ཨ་ལོ་སྐྱེ་བའི་ཨའི་དང་ ཨ་ལོ་སྐྱེ་བའི་ཨ་པ་གཉིས་,གྱིབ་ཤོག་གི་ཨའི་དང་ ཨ་པ་གཉིས་ཆ་ར་ སྤྱིར་བཏང་ཨིན།,c
hsc-zoology-12-262,Grasshopper གི་ཕོཝ་ནང་ སྲོག་ཆགས་གཉིས་ཆ་ར་ག་དེ་ཅིག་ཡོདཔ་ཨིན་ན?,དབྱིབས་,ཨཱར་ཡཱན་,ཕྱོགས་གཉིས་འབད་མི་,འདྲ་མཉམ་མེད་,a
hsc-zoology-12-263,ཌོག་ཊར་གྱིས་འབད་བ་ཅིན་ རུ་ཨིདང་ཉ་གཉིས་ཆ་ར་ ཉ་ཨིནམ་ཨིན་རུང་ ཁོང་གཉིས་ཆ་ར་གི་ བཟོ་བཀོད་དང་ རིམ་ལུགས་ནང་ ཁྱད་པར་ཡོད་ཟེར་ཨིན་པས།,གཟུགས་ཀྱི་པགས་ཀོ་འདི་ གྱིབ་མ་གིས་བཀབ་སྟེ་འདུག,སཱནྡི་པདི་,ཟ་ཆས་ཀྱི་ཡན་ལག་ Nephridia,གཟུགས་འདི་ གདོང་ཁེབས་གིས་བཀབ་སྟེ་ཡོདཔ་ཨིན།,b
hsc-zoology-12-264,,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",c
hsc-zoology-12-265,"སེམས་ཅན་འདི་ འགོ་དང་པ་རང་ སྐུལ་བསྒྲགས་འབད་མི་འདི་ ""...",ཤ་རུས་ཀྱི་ཁེབས་,གུ་རམ་,དུས་ཡུན་ཐུང་ཀུ་ཅིག་ལས་བརྒལ་མི་,མཐུན་རྐྱེན་ཚུ་,d
hsc-zoology-12-266,ཌོག་ཊར་གྱིས་འབད་བ་ཅིན་ རུ་ཨིདང་ཉ་གཉིས་ཆ་ར་ ཉ་ཨིནམ་ཨིན་རུང་ ཁོང་གཉིས་ཆ་ར་གི་ བཟོ་བཀོད་དང་ རིམ་ལུགས་ནང་ ཁྱད་པར་ཡོད་ཟེར་ཨིན་པས།,སེརཀཱལ་,ཏ་རཱཀ་ཡ་ལུ་,ཁོ་གིས་འབད་བ་ཅིན་ ད་ལྟོ་ཚུན་ཚོད་ཀྱི་བར་ན་ལུ་ ཁོ་གིས་ ནད་གཞི་དེ་གི་སྐོར་ལས་ ག་ནི་ཡང་ མ་ཤེས་པས།,ཏ་ར་ཀི་ཨོལ་,a
hsc-zoology-12-267,,2,3,4,7,d
hsc-zoology-12-268,སེམས་ཅན་གཉིས་པ་གི་དོན་ལས་ ལག་ལེན་འཐབ་ནི།,རེན་ནིན་,ཏིརི་པསི་བཱིན་,པེཔསི་བིན་,ཌའི་པེཊ་བེ་ཊའི་ཟེར,c
hsc-zoology-12-269,i. པཱལ་ཀོའིན་ཌི་གི་ལྕངམ་ཚུ་ཡོད།,ལལ་ལ་,ཚ་གྱང་ལང་དོ་,ནང་འཁོད་,བད་ཀན་,b
hsc-zoology-12-270,༢། ལྕུག་གུ་གུ་གི་ཤོག་པ་ ཧེ་ཊེ་རོ་ སར་ཀཱལ་,ནང་ན་གི་ཁོག་པའི་ནང་ལུ་,ཆུང་ཀུ་ཅིག་སྦེ་,གློག་པར་ནང་,གླིང་ཁོག་ནང་,c
hsc-zoology-12-271,གསུམ་པ་ མེ་ཏོག་༤ ཡོདཔ་ཨིན།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",a
hsc-zoology-12-272,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,ལིམ་ཕོ་སིཊ་,ནིའུ་ཊི་རོ་ཕི་ལ,ཨེའུ་སི་ནོ་ཕི་ལ,བེ་ཟོ་ཕི་ལ,d
hsc-zoology-12-273,ཇི་ཨའི་ཨིས་ཌི་ (HCl) ཟེར་མི་འདི་ ཇི་ཨའི་ཨིས་ཌི་ (HCl) ཟེར་མི་འདི་ལུ་ མིང་བཏགས་དོ་ཡོདཔ་དང་ ཇི་ཨའི་ཨིས་ཌི་ (HCl) ཟེར་མི་འདི་ལུ་ མིང་བཏགས་དོ་ཡོདཔ་ཨིན།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",d
hsc-zoology-12-274,ཌེང་གི་གི་ནད་གཞི་འདི་ ཌེང་གི་གི་ནད་གཞི་ལུ་ གདོང་ལེན་སྦོམ་སྦེ་རང་བྱུང་ནུག,ཧ་ཡ་ལིན་,རླུང་མ་ཚ་ཏོམ་,དར་དཀར་ནང་ལས་ཨིན་,ཀ་ལསི་ཕིཌ་,a
hsc-zoology-12-275,འོག་གི་ཡན་ལག་ག་འདི་ རུལ་འགྱོ་ནི་ལས་བཀག་ནི་ཨིནམ།,ཌའི་སི་ཊོ་ལི་འདི་ ཨ་ཊི་རི་ཡཱམ་ནང་ལུ་ཡོདཔ་ཨིན།,ventricular systole མཆོང་ཏོ་གི་ཁུག་པ་ཚུ་,ཁང་མིག་གི་སིསི་ཊོ་ལ་,ventricular diastole མཆོང་ཏོ་གི་མཐའམ་གི་མཐའམ་,b
hsc-zoology-12-276,ཕམ་གཉིས་ཆ་ར་ལུ་ AB ཁྲག་ཡོད་པ་ཅིན་ ཨ་ལོ་ལུ་ AB ཁྲག་ཡོད་མི་དེ་ག་དེམ་ཅིག་ འཐོབ་ནི་ཡོདཔ་ཨིན་ན?,20,28.66,14.33,19.25,d
hsc-zoology-12-278,ལྕོག་གུ་འདི་ནང་ལུ་ ཚག་གཅིག་ཡོད་མི་འདི་ཡང་ ཚག་འདི་ནང་ལུ་ ཚག་གཅིག་ཡོད་མི་འདི་ཡང་ ཚག་འདི་ནང་ལུ་ ཚག་གཅིག་ཡོད་མི་འདི་ཡང་ ཚག་གཅིག་རང་ཨིན།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",a
hsc-zoology-12-279,ཇི་བཟུམ་ཅིག་གིས་ ཌའི་ལོག་ནང་ལུ་ ཌའི་ལོག་ནང་ལུ་ ཌའི་ལོག་ནང་ལུ་ ཌའི་ལོག་ནང་ལུ་ ཌའི་ལོག་ནང་ལུ་ ཌའི་ལོག་ནང་ལུ་ ཌའི་ལོག་ནང་ལུ་,৯ : ৩ : ৩ : ১,১:০২:০১,১৩:০৩,৯:০৭,d
hsc-zoology-12-280,i. པེཔསི་བིན་,ནེཕ་རི་དི་ཡ་,མེ་ལྕེའི་སྲོག་ཆགས་ཚུ།,མཱལ་པི་ཇིཡཱན་ རུ་ཏིག་,མཱལ་པི་ཇིཡཱན་གཟུགས་བརྙན་,c
hsc-zoology-12-281,༢། ཨ་མ་ལེཇ་,Branchiastoma,Latimeria,Petromyzon,Plesiobatis,b
hsc-zoology-12-282,གསུམ་པ་ ཀར་བཱོསི་པེ་ཊ་བིཊ་,Cnidaria,ཨར་ཏོ་པོ་ཌ་,Echainodermata,རྡོག་མ་,c
hsc-zoology-12-283,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",a
hsc-zoology-12-285,i. ཁྲག་དྲོད་ཅན་ཨིན།,ལི་པེཇ་,ཨ་མ་ལེཇ་,རེན་ནིན་,པེཔསི་བིན་,a
hsc-zoology-12-286,༢། གཟུགས་དེ་ རོ་ཁྱི་གིས་སྤུར་ཏེ་འདུག,བི་ལི་རུབ་བིན་,གཱ་ལི་ཀོཇེན་,གཱུལ་ཀ་གཱོན་,ཀོ་ལི་སི་ཊོ་རེལཱལ་,b
hsc-zoology-12-287,གསུམ་པ་ རླུང་གིས་གང་མི་རུས་ཚིགས་ཚུ་ཨིན།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",b
hsc-zoology-12-288,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",d
hsc-zoology-12-289,རང་བཞིན་གྱི་གདམ་ཁ་གི་ལྟ་བ་འདི་ ག་ལས་ཐོབ་ནུག,ཡུ་སི་ནོ་ཕི་ལ,ཌའི་ལོག་,བེ་ཟོ་ཕི་ལ,ལིམ་ཕོ་སིཊ་,c
hsc-zoology-12-290,སེམས་ཅན་རིག་པ་གི་ ཕ་འདི་ག་ཨིན་ན།,ལི་ཐཱལ་,ཨེཔི་སི་ཊ་ཊཱིཀ,མཐུན་རྐྱེན་ཚུ་,SexLinked ཟེར་མི་འདི་ཨིན།,d
hsc-zoology-12-291,འ་ནི་ལས་ཀ་འདི་གིས་ གཟུགས་ཀྱི་ཡན་ལག་ སྦོམ་ཚུ་དང་ གཟུགས་ཀྱི་ཡན་ལག་ སྦོམ་དེ་ཚུ་ བསྡུ་བསྒྱོམ་འབད་ནི་ལུ་ ཕན་ཐོགས་འབྱུང་འོང་།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",d
hsc-zoology-12-292,i. མི་ཚེ་འདི་ནང་ལུ་ ཚར་གཅིག་ ཡང་ན་ ཚར་གཅིག་ནང་ལུ་ ཐིག་ཁྲམ་ཚུ་འཐོན་འོང་།,དར་ཝིན་,ལ་མཱར་ཀ,ཝི་ཛམཱན་,སེཔེན་སཱར་,a
hsc-zoology-12-293,༢། སྦུག་ཤེལ་གྱི་མེ་ཏོག་གི་རིགས་འདི་ ད་ལྟོ་ཡང་གནས་ཏེ་ཡོདཔ་ཨིན།,ལི་ནའུསི་,ཐིའུ་ཕེརསི་ཏཱསི་,ཨ་རཱིས་ཏཱལ་,དར་ཝིན་,c
hsc-zoology-12-294,གསུམ་པ་ ཌའི་ལོག་གི་ས་སྒོ་འདི་ནང་ལུ་,i དང་ ii,ii དང་ iii,i དང་ iii,"i, ii,དང་ iii",a
hsc-zoology-12-295,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,མེ་སོག་ལི་ཡཱ།,ཧེ་མོ་སིལ་,སཱེ་ལཱེན་ཊེ་རོན,དབྱེ་བ་ཕྱེ་ནི་,b
hsc-zoology-12-296,ག་འདི་ གུ་རུ་རྟ་ཕོ་གི་ གཟུགས་ཁར་མཐོང་ཚུགས་ནི་ཨིན་ན?,སྒོང་རྡོག་ \rightarrow བྱམོ་ \rightarrow བྱམོ་ \rightarrow སྒོང་རྡོག་ \rightarrow སྒོང་རྡོག་,ཨོམ་ \rightarrow Nymph \rightarrow Piupa \rightarrow Imago,ཨོམ་ \rightarrow nimf \rightarrow imago,སྒོང་རྡོག་ \rightarrow སྒོང་རྡོག་ \rightarrow སྒོང་རྡོག་,c
hsc-zoology-12-297,ལྕང་ལཱ་རྐྱབ་ནིའི་རིམ་པ་ག་ཅི་ར་ཡོདཔ་ཨིན་ན?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",a
hsc-zoology-12-298,རུ་ཨིམ་ཉ་གི་ཕོཝ་ནང་ཡོད་མི་ མེ་རླུང་འདི་,གཱུལ་ཀ་གཱོན་,ཨེཌ་རེ་ནའི་ལིན་,ཨིན་སུ་ལིན་,གསང་བའི་རྫས་,d
hsc-zoology-12-299,i. ནད་འབུབ་དང་ ནད་འབུབ་གཞན་ཚུ་,ཌི་ཨོ་ཌེ་ནེམ་,སི་ཀིམ་,ཇེ་ཇུན་མ,ཨེ་ལི་ཡམ་,b
hsc-zoology-12-300,༢། སྣུམ་འཁོར་ནང་ ནད་ཡམས་ཀོ་བིཌ་-༡༩ ཐོན་དོ་ཡོདཔ་ཨིན་པའི་གནས་ཚུལ།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",a
hsc-zoology-12-301,གསུམ་པ་ ཧ་ཌིརཇེན་,৭০০ : ১,৫০০ : ১,১ : ৫০০,১ : ৭০০,a
hsc-zoology-12-302,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,i དང་ ii,ii དང་ iii,i དང་ iii,"i, ii,དང་ iii",c
hsc-zoology-12-303,དྲོད་ལྡན་བཟོ་ནིའི་ཧོར་མོ་ནའི་རིགས་འདི་ག་ཅི་ཡོདཔ་ཨིན་ན?,ཨཱ་ལིན་ཌར་གི་ས་སྒོ་འདི་,ཨ་ལིན་ཌར་གི་ཁུག་ཁུག,ནེ་ལའི་གི་ཁུག་ཁུག,ནེ་ལའི་གི་ཨའི་ཏཱོལ་,c
hsc-zoology-12-304,ལྡེ་མིག་འདི་ ནང་ན་ཆུང་ཀུ་གི་ཡན་ལག་ཅིག་མེན་ན་?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",d
hsc-zoology-12-306,i. ཕི་བེ་རི་ནོ་ཇེན་,འཁོར་ལམ་,མཆིན་པའི་སྒོ་ཏོ་ཚུ་,ལྕགས་ཀྱུ་ཅན་ཨིན།,འཁོར་ལམ་དང་ ཟུར་ཐིག་ཚུ་ཡོདཔ་ཨིན།,a
hsc-zoology-12-307,༢། ཀོ་ལ་ཇེན་,གེ་རོ་ཇཱན་ མེན་ཌེལ་,ཨ་རཱིས་ཏཱལ་,ལི་ནའུསི་,ཝི་ལི་ཡམ་ ཧར་ཝེ་,a
hsc-zoology-12-308,གསུམ་པ་ གལོ་བིའུ་ལིན་,22,23,44,46,c
hsc-zoology-12-309,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,ལ་མཱར་ཀ,དར་ཝིན་,ཧེ་ཀེལ་,The Vriesཟེར་མི་,b
hsc-zoology-12-311,,བི་བི་ཨེསི་ཨེསི་,BbSs,བི་བི་ཨེསི་སི་,བི་བི་ཨེསི་ཨེསི་,b
hsc-zoology-12-312,སྦ་སྒོར་གཉིས་ཆ་ར་ སྒོ་བསྡམས་པ་ཅིན་,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",b
hsc-zoology-12-313,i. འདི་ཚུ་གིས་ བརྟག་དཔྱད་ཁང་གི་སྒྲ་སྐད་བཟོ་ནུག,རང་བཞིན་གནས་སྟངས་ཀྱི་ གནོད་སྐྱོན་དང་ ཐབས་བྱུས་བཏོན་ནི་,གཟུགས་ཀྱི་ཡན་ལག་ཚུ་ ག་དེ་སྦེ་ལག་ལེན་འཐབ་ནི་ཨིན་ན་,རྒྱུད་ལས་ཐོབ་མི་ཁྱད་ཆོས་ཚུ་,རིགས་མཚན་གྱི་ཁྱད་པར་,d
hsc-zoology-12-314,༢། གློག་མེའི་སྐད་འདི་ དུང་བཟུམ་ཅིག་ལུ་འགྱུར་ནུག,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",d
hsc-zoology-12-315,གསུམ་པ་ ཚད་གཞི་དེ་ ༠.༣ ཨིན། དུས་ཚོད་འགོར་ནུག,སེམས་ཚོར་ཅན་,གུ་རམ་,ནིཌོ་སི་ཊི་,མཐུན་རྐྱེན་ཚུ་,d
hsc-zoology-12-316,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,ཨ་ལོ་ཆགས་སའི་ས་སྒོ་ནང་,ལྕེ་,ནད་གཞི་དེ་གི་སྐོར་ལས་,ཐིམ་ཕུག་,a
hsc-zoology-12-317,པེ་སི་མཱའཀ་འདི་ག་ཅི་ཨིན་ན།,23,24,20,25,a
hsc-zoology-12-318,ཉ་གི་རྦ་རླབས་འདི་ ག་དེ་སྦེ་ཡོདཔ་ཨིན་ན?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",d
hsc-zoology-12-319,རིགས་བརྒྱུད་རིག་པ་གི་ ཡབ་དང་པོ་འདི་ ག་ཨིན་ན།,ཨེའུ་སི་ནོ་ཕི་ལ,ནིའུ་ཊི་རོ་ཕི་ལ,བེ་ཟོ་ཕི་ལ,ཐོརོ་བོསི་ཊི་,c
hsc-zoology-12-320,མི་གི་གཟུགས་ཁར་ཡོད་པའི་ ཁམས་ཕྲན་ནང་ལུ་ རང་སོའི་སྲོག་ཆགས་ཀྱི་བོན་ཕྲན་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,གླང་ཁོག་,བད་ཀན་,གཟུགས་ཁམས་འཕྲོད་བསྟེན་,ནང་ན་གི་ཁོག་པ་,c
hsc-zoology-12-321,སྲོག་ལུ་འཁྱོལ་ནི་གི་འཐབ་འཛིང་འདི་ ག་གི་བློ་གཏད་ཨིན་ན?,Cnidaria,ཨ་ནཱེ་ལི་ཌ་,རྡོག་མ་,ཨ་ཐོརཔོ་ཌ་,c
hsc-zoology-12-324,,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",a
hsc-zoology-12-325,F_{1}གི་རིགས་རྒྱུད་ཚུ་ རིགས་བརྒྱུད་གཞན་དང་བསྡོམ་པ་ཅིན་ F_{2}ལུ་,ཨི་ལི་ཡ་ཀ,པ་ར་ཨེལ་,སེ་ལི་ཡ་ཀཱོ་-མེ་སེན་ཊ་རི་ཀ,སཱབ་ཀཱལ་བི་ཡཱན་,a
hsc-zoology-12-326,i. ཚད་གཞི་དེ་ ༩:༣:༣:༡ ཨིན་པས།,23.5,24.01,24.8,25.15,c
hsc-zoology-12-327,༢། ཚད་གཞི་དེ་ ༡:༢:༢:༤:༡:༢:༢:༡ ཨིན་འོང་།,X^{B}X^{B} དང་ X^{b}Y གི་བར་ན་,X^{B}X^{B} དང་ X^{B}Y གི་བར་ན་,X^{B}X^{b} དང་ X^{B}Y གི་དོན་ལས་,X^{b}X^{b} དང་ X^{b}X^{b}Y གི་བར་ན་ལུ་,c
hsc-zoology-12-328,གསུམ་པ་ ཨའི་ P_{1} གི་རིགས་རྒྱུད་གཅིག་ནང་ལུ་ རིགས་མཚན་མ་འདྲཝ་གཅིག་ཐོབ་ནུག,རུས་ཚིགས་ཀྱི་སྲོག་ཆགས་ཚུ་ རུས་ཚིགས་ཀྱི་སྲོག་ཆགས་ཚུ་ཨིན།,ཨ་རུ་ར་ཤིང་དང་ ཨ་རུ་ར་ཤིང་གི་རིགས་ཚུ་,སྦྲུམ་གྱི་གཟུགས་ཁར་ཡོད་མི་ གཟུགས་ཀྱི་རུས་ཚིགས་ཚུ་,པེར་སུ་གི་མཐའ་མ་,b
